"community","city","district","address","latitude","longitude","latitude_gps","longitude_gps","type","total_area","total_units","year"
"四清里社区","武汉市","武昌","武昌-积玉桥-积玉路","30.567243","114.320176","30.56391294993597","114.30817013334075","暂无数据","15000m²","500户","2001年"
"才华茗苑四期","武汉市","武昌","武昌-徐东-才华街","30.601299","114.347148","30.597461678099908","114.3352008198305","公寓","暂无数据","暂无数据","2007年"
"复地东湖国际2期","武汉市","武昌","武昌-中北路-兴国北路","30.567330968319","114.36025614896","30.56334311316681","114.34834330191937","暂无数据","暂无数据","暂无数据","2010年"
"德成香奈长江国际","武汉市","武昌","武昌-徐东-团结路9号","30.596179","114.344193","30.592397475314733","114.33224318852875","暂无数据","暂无数据","暂无数据","2014年"
"枫香苑","武汉市","武昌","武昌-武泰闸烽火-白沙洲大道","30.518543267406","114.3050403635","30.515328963513166","114.2930011554289","暂无数据","暂无数据","暂无数据","2001年"
"团结名居竹园","武汉市","武昌","武昌-徐东-宏祥路","30.590466","114.351361","30.586568300285062","114.33943335024652","公寓","暂无数据","暂无数据","2011年"
"武昌区首义新村","武汉市","武昌","武昌-阅马场首义-楚善街","30.542688","114.314007","30.5394300538216","114.30197628285742","暂无数据","暂无数据","暂无数据","1995年"
"武船宿舍","武汉市","武昌","武昌-司门口-中华路42号","30.554907","114.305132","30.55168819139913","114.29311721215723","暂无数据","暂无数据","暂无数据","1995年"
"水果湖一中宿舍","武汉市","武昌","武昌-水果湖-东湖路89号","30.557584","114.351075","30.55370161702684","114.33914657783207","暂无数据","暂无数据","暂无数据","1996年"
"水岸星城C区(别墅)","武汉市","武昌","武昌-中北路-福星西路","30.579404","114.347045","30.57558052175025","114.33511371810903","暂无数据","暂无数据","暂无数据","1905年"
"百瑞景中央生活区五期东区","武汉市","武昌","武昌-中南丁字桥-宝通寺路","30.531556","114.342474","30.52782337983684","114.33050206317357","公寓","暂无数据","暂无数据","暂无数据"
"云鹤大厦","武汉市","武昌","武昌-阅马场首义-武珞路28号","30.5458","114.313837","30.542543299123587","114.30180906536317","暂无数据","暂无数据","暂无数据","1998年"
"百瑞景中央生活区东二区东区","武汉市","武昌","武昌-中南丁字桥-宝通寺路","30.529206","114.345081","30.525425357172562","114.33311503050618","暂无数据","暂无数据","暂无数据","暂无数据"
"景观楼","武汉市","武昌","武昌-阅马场首义-首义新村222号","30.545779","114.313811","30.54252252056183","114.30178303624203","暂无数据","暂无数据","暂无数据","暂无数据"
"胭脂大院","武汉市","武昌","武昌-司门口-胭脂路","30.555378","114.315626","30.552103951367922","114.30360752711007","暂无数据","暂无数据","暂无数据","暂无数据"
"金域雅庭","武汉市","武昌","武昌-积玉桥-和平大道","30.5638875121","114.31341113356","30.56063229758931","114.30139718876327","暂无数据","9050m²","98户","2000年"
"天久云门","武汉市","武昌","武昌-南湖花园-长虹桥58号","30.522764456191","114.3190093735","30.519455272504945","114.30697028682914","暂无数据","61616m²","624户","2008年"
"波光园1期","武汉市","武昌","武昌-武昌火车站-北安路1号","30.534104","114.32882","30.530636955166692","114.31680812454624","暂无数据","26850m²","187户","2004年"
"拜赞庭","武汉市","武昌","武昌-小东门-民主路717附1号","30.5527","114.333653","30.54913898487645","114.32167174899098","暂无数据","110000m²","530户","2005年"
"新安金沙豪庭","武汉市","武昌","武昌-中北路-中北路213号","30.571844","114.356342","30.567890783230155","114.34442798242955","暂无数据","30000m²","300户","2007年"
"胭脂山花园","武汉市","武昌","武昌-司门口-三道街118号","30.55169","114.314038","30.548431144107838","114.302015486726","暂无数据","40229m²","280户","2003年"
"大东门荣发小区","武汉市","武昌","武昌-武昌火车站-车站路","30.542800871174","114.32583299199","30.539386286588446","114.31382049812836","暂无数据","暂无数据","暂无数据","1995年"
"洪山花园","武汉市","武昌","武昌-小东门-民主路727号","30.551083","114.334512","30.547505175137097","114.32253201296277","暂无数据","31170m²","208户","2001年"
"西城壕社区","武汉市","武昌","武昌-司门口-解放路570号","30.559553","114.309646","30.556322506566843","114.29762993965838","暂无数据","30000m²","暂无数据","2000年"
"金秋千秋别墅花园","武汉市","武昌","武昌-南湖花园-平安路351号","30.520274","114.325118","30.51687461583352","114.31309016008552","别墅","暂无数据","暂无数据","1999年"
"武重明珠苑","武汉市","武昌","武昌-中北路-中北路160-1号","30.580216","114.366261","30.576196159198723","114.3543456030586","暂无数据","暂无数据","暂无数据","1997年"
"阳光年华","武汉市","武昌","武昌-小东门-中南二路57号","30.548643","114.331906","30.545116424873846","114.31991577482597","暂无数据","50000m²","486户","2005年"
"公路桥小区","武汉市","武昌","武昌-徐东-徐东大街","30.597969","114.35046","30.59408022366325","114.33852380258952","暂无数据","暂无数据","暂无数据","1994年"
"中南一路建材宿舍","武汉市","武昌","武昌-小东门-中南一路45号","30.546423","114.335404","30.542827840907115","114.32342257219968","暂无数据","5000m²","230户","1990年"
"福星惠誉国际城紫领公寓","武汉市","武昌","武昌-徐东-友谊大道394号","30.591756","114.345774","30.58794852557809","114.3338324890304","公寓","暂无数据","暂无数据","2011年"
"东龙世纪花园百花居BC区","武汉市","武昌","武昌-小东门-紫沙路205附21号","30.557971","114.328249","30.554512402556675","114.31625601737439","暂无数据","260000m²","244户","2005年"
"鹏程中泰花园","武汉市","武昌","武昌-武泰闸烽火-堤东街1号","30.520376","114.299675","30.51714869880366","114.28764760439556","暂无数据","暂无数据","暂无数据","2013年"
"滨湖名邸二期","武汉市","武昌","武昌-中南丁字桥-宝通寺路","30.526246","114.34253","30.52251312060516","114.33055534017001","暂无数据","暂无数据","暂无数据","2007年"
"纺器小区","武汉市","武昌","武昌-徐东-才茂街25号","30.607437454413","114.35652324041","30.603463455385963","114.3445860982448","暂无数据","暂无数据","暂无数据","暂无数据"
"湖北大学附属中学家属区","武汉市","武昌","武昌-徐东-惠安路","30.594672656647","114.34361845295","30.590902687553132","114.33166843608161","公寓","暂无数据","暂无数据","2001年"
"福星惠誉瞰江坊","武汉市","武昌","武昌-徐东-和平大道","30.603816","114.346062","30.599995887789422","114.3341093272633","公寓","暂无数据","暂无数据","2012年"
"湖北省公安厅宿舍","武汉市","武昌","武昌-中南丁字桥-千家街109号","30.539899","114.322526","30.536538200155693","114.31050347739453","暂无数据","暂无数据","暂无数据","1999年"
"振兴苑小区","武汉市","武昌","武昌-水果湖-科技小路6号","30.544325919217","114.36037966597","30.540340023828193","114.34844974713401","暂无数据","暂无数据","暂无数据","2000年"
"西斯莱公馆","武汉市","武昌","武昌-徐家棚-和平大道515号","30.587479","114.329885","30.583980669788847","114.31789863491359","暂无数据","暂无数据","暂无数据","2014年"
"松涛苑(瑞安街)(别墅)","武汉市","武昌","武昌-南湖花园-瑞安街224号","30.51784","114.327061","30.514407776608497","114.31503784108638","暂无数据","暂无数据","暂无数据","1999年"
"嘉园大厦","武汉市","武昌","武昌-武昌火车站-中南一路3号","30.54385","114.33838","30.54019593268411","114.32640557404783","暂无数据","暂无数据","暂无数据","2006年"
"城市花园3期","武汉市","武昌","武昌-阅马场首义-读书院49号","30.543062","114.306995","30.53984189018899","114.29496711499723","暂无数据","暂无数据","暂无数据","暂无数据"
"建和世家","武汉市","武昌","武昌-武泰闸烽火-南郊路","30.526434","114.301823","30.523213665718426","114.28979196362648","暂无数据","暂无数据","暂无数据","暂无数据"
"向阳佳苑B区","武汉市","武昌","武昌-中南丁字桥-丁字桥路80-附36号","30.528778","114.3373","30.525146812967133","114.32531051812886","公寓","暂无数据","暂无数据","暂无数据"
"福星惠誉国际城四期悦公馆","武汉市","武昌","武昌-中北路-团结大道","30.589283","114.358579","30.585300150053847","114.34666118170736","公寓","暂无数据","暂无数据","2019年"
"阳光水岸(友谊大道)","武汉市","武昌","武昌-积玉桥-友谊大道194号","30.567935299837","114.32441852013","30.56454126258942","114.31242124966158","暂无数据","39500m²","336户","2000年"
"云鹤星苑","武汉市","武昌","武昌-司门口-棋盘街52-93号","30.554546996637","114.32111545077","30.55120590467061","114.30910336036163","暂无数据","33887m²","355户","2009年"
"南湖新村(1-4栋)","武汉市","武昌","武昌-南湖花园-长虹桥109号","30.517544","114.316631","30.51426426252452","114.30458842150507","公寓","79000m²","956户","1991年"
"南湖花园城祥和苑","武汉市","武昌","武昌-南湖花园-恒安路141号","30.516996","114.319537","30.513681457189314","114.3074980228342","暂无数据","25230m²","420户","2000年"
"南湖花园温馨苑小区(瑞安街)","武汉市","武昌","武昌-南湖花园-恒安路251号","30.519896","114.319926","30.516575490361724","114.30788773932723","暂无数据","25620m²","280户","2002年"
"天华新村","武汉市","武昌","武昌-南湖花园-雄楚大街44号","30.524421","114.326633","30.520994730549422","114.31460990967827","暂无数据","暂无数据","暂无数据","1990年"
"怡海大厦","武汉市","武昌","武昌-司门口-粮道街223号","30.553667894683","114.31503500043","30.550399798422","114.30301471266924","暂无数据","暂无数据","暂无数据","1998年"
"幸福里社区","武汉市","武昌","武昌-积玉桥-新生路","30.572824617086","114.32180490025","30.5694699066072","114.30980313661016","暂无数据","暂无数据","暂无数据","1998年"
"武昌公安分局住宅小区","武汉市","武昌","武昌-积玉桥-公平路14号","30.562443314929","114.32077607095","30.559105953886146","114.30876896882125","暂无数据","暂无数据","暂无数据","2002年"
"东湖村军转小区","武汉市","武昌","武昌-东湖风景区-八一路","30.537135673093","114.37989607182","30.533186182925064","114.3679213477893","暂无数据","暂无数据","暂无数据","1995年"
"团结名居兰园","武汉市","武昌","武昌-徐东-秦园路177号","30.58857","114.348028","30.58472551432037","114.3360946124795","暂无数据","暂无数据","暂无数据","2010年"
"江宏花园C区","武汉市","武昌","武昌-南湖花园-恒安路345号","30.522931","114.323754","30.519553313169357","114.31172358076645","暂无数据","暂无数据","暂无数据","2000年"
"东亭花园樱花苑","武汉市","武昌","武昌-中北路-东亭路10号","30.575615","114.37076","30.571598831995036","114.35883797259758","暂无数据","暂无数据","暂无数据","暂无数据"
"滨湖名邸一期","武汉市","武昌","武昌-中南丁字桥-瑞景路","30.527191","114.343193","30.52344545019181","114.33122069685766","暂无数据","1300m²","317户","2006年"
"世纪新长江","武汉市","武昌","武昌-武泰闸烽火-白沙洲大道557号","30.526201686447","114.30739796631","30.52298250088857","114.29535749007164","暂无数据","暂无数据","133户","2015年"
"奥山星座","武汉市","武昌","武昌-小东门-中南二路49号","30.547023639082","114.3361392511","30.543413836096654","114.32416069429061","暂无数据","10368m²","182户","2009年"
"景天楼","武汉市","武昌","武昌-小东门-姚家岭114号","30.557031","114.345153","30.55324655463769","114.33321023962203","暂无数据","24000m²","100户","2000年"
"凤凰山公寓","武汉市","武昌","武昌-司门口-中山路338号","30.559961","114.317785","30.55666277386747","114.30577199742648","暂无数据","暂无数据","暂无数据","2003年"
"南方帝园","武汉市","武昌","武昌-中南丁字桥-武珞路568号","30.537569","114.342693","30.53383160816483","114.3307261854756","暂无数据","32190m²","260户","2004年"
"七星雪香花园","武汉市","武昌","武昌-南湖花园-平安路137号","30.512702","114.325975","30.509290344533383","114.31394971842789","暂无数据","10242m²","620户","2005年"
"虹顶家园","武汉市","武昌","武昌-南湖花园-恒安路","30.508389303311","114.31994594683","30.505072319243247","114.30790984813518","暂无数据","59000m²","426户","1996年"
"紫竹园小区(武珞路二巷)","武汉市","武昌","武昌-武昌火车站-武珞路二巷","30.543759229024","114.32745775716","30.540316138792484","114.31545031179293","暂无数据","暂无数据","暂无数据","1990年"
"武昌杨园柴林头西区","武汉市","武昌","武昌-徐东-施家墩路","30.60992","114.352646","30.605991793582454","114.34070104064224","暂无数据","41664m²","672户","1994年"
"四美新村社区","武汉市","武昌","武昌-徐东-徐家棚村18号","30.606861656499","114.34902957585","30.6029894532852","114.33708081411984","暂无数据","暂无数据","暂无数据","2001年"
"紫阳街工程营社区","武汉市","武昌","武昌-阅马场首义-紫阳路232号","30.538898214933","114.31384977615","30.535641888344294","114.30181565267138","普通住宅","暂无数据","暂无数据","1996年"
"新华村社区","武汉市","武昌","武昌-司门口-解放路","30.555949","114.308577","30.552723360938735","114.2965590018732","暂无数据","暂无数据","暂无数据","1998年"
"万源昌花园","武汉市","武昌","武昌-积玉桥-中山路179号","30.560936","114.316647","30.55765053725947","114.30463340665764","普通住宅","暂无数据","暂无数据","2000年"
"鸿华花园","武汉市","武昌","武昌-司门口-郎家巷23-40号","30.55629833471","114.31404255251","30.55303898462293","114.30202387372046","暂无数据","暂无数据","暂无数据","1998年"
"沈家湾花园小区","武汉市","武昌","武昌-中南丁字桥-雄楚大道177号","30.527194","114.337127","30.523566502757866","114.3251361710301","暂无数据","暂无数据","暂无数据","2000年"
"汇文新都A区","武汉市","武昌","武昌-阅马场首义-巡司河街4号","30.532264758902","114.30389915618","30.529047446244938","114.29186709153609","暂无数据","52506m²","106户","2005年"
"徐东乐业小区","武汉市","武昌","武昌-徐东-友谊大道601附8号","30.60028239539","114.35208704848","30.59636830105603","114.34015156568653","公寓","暂无数据","暂无数据","1996年"
"友谊国际百老汇","武汉市","武昌","武昌-积玉桥-尚隆路18号","30.56361363173","114.31796967471","30.560312593152698","114.30595906450192","暂无数据","暂无数据","暂无数据","2007年"
"黄鹤楼道小区","武汉市","武昌","武昌-阅马场首义-大成路","30.549587","114.30037","30.54635930234845","114.28836055225729","暂无数据","暂无数据","暂无数据","1990年"
"星火名苑","武汉市","武昌","武昌-武泰闸烽火-江民路202附13号","30.523059685151","114.30250507586","30.51984173623499","114.29047132228925","暂无数据","12384m²","853户","2004年"
"知音花园","武汉市","武昌","武昌-小东门-民主路747号","30.551133871536","114.33613808331","30.547523787319466","114.32416325596486","暂无数据","暂无数据","暂无数据","2003年"
"公安局宿舍(东湖路)","武汉市","武昌","武昌-中北路-东湖路187号","30.578964","114.377262","30.574982529922018","114.36532110907609","公寓","暂无数据","暂无数据","1998年"
"水岸星城C区","武汉市","武昌","武昌-中北路-福星西路","30.579267","114.347528","30.575435355489564","114.33559794870605","暂无数据","暂无数据","暂无数据","2010年"
"紫沙金苑","武汉市","武昌","武昌-小东门-民主路","30.554362","114.326418","30.550936438241717","114.31441735133808","暂无数据","暂无数据","暂无数据","1998年"
"福星惠誉丽晶公馆","武汉市","武昌","武昌-中北路-团结大道,近武汉大道","30.589367","114.356744","30.585401946299683","114.34482479970822","暂无数据","暂无数据","暂无数据","2014年"
"2008新长江广场","武汉市","武昌","武昌-司门口-友谊大道2号","30.558082","114.324869","30.55468236227691","114.31286745483295","暂无数据","暂无数据","暂无数据","2005年"
"复地东湖国际6期","武汉市","武昌","武昌-中北路-中北路147号","30.564753","114.3543","30.560825393391454","114.3423813721233","暂无数据","暂无数据","暂无数据","2015年"
"团结名居桂园","武汉市","武昌","武昌-徐东-秦园路95号","30.593503","114.341945","30.58976533137724","114.32999114856675","暂无数据","暂无数据","暂无数据","2010年"
"武昌区园林小区","武汉市","武昌","武昌-阅马场首义-张之洞路222号","30.532845592428","114.30999218279","30.529615811649094","114.29795349356178","暂无数据","暂无数据","暂无数据","1998年"
"景虹花园二期","武汉市","武昌","武昌-南湖花园-平安路","30.523189","114.326887","30.519758524593172","114.31486417917384","暂无数据","暂无数据","暂无数据","2008年"
"中大长江紫都紫荆苑","武汉市","武昌","武昌-武泰闸烽火-武金堤路","30.512327","114.28757","30.508984343820728","114.27558930488706","暂无数据","暂无数据","暂无数据","2014年"
"林泰华府","武汉市","武昌","武昌-徐东-才华街19号","30.602485","114.349921","30.598601597018742","114.3379789556103","暂无数据","暂无数据","暂无数据","暂无数据"
"风华天城橘子洲","武汉市","武昌","武昌-南湖花园-平安路","30.510628","114.328952","30.507163914499056","114.31693527136817","暂无数据","暂无数据","暂无数据","暂无数据"
"统建锦绣江南四期","武汉市","武昌","武昌-中北路-中北路126号","30.570668","114.36304","30.566662180234097","114.35112770940165","暂无数据","暂无数据","暂无数据","暂无数据"
"帝斯曼国际中心","武汉市","武昌","武昌-武昌火车站-武珞路421号","30.541321","114.336326","30.53770787078264","114.32434281444829","公寓","暂无数据","暂无数据","2017年"
"万金国际广场","武汉市","武昌","武昌-武昌火车站-紫阳东路","30.537959","114.323852","30.53457762809872","114.31183062142374","公寓","暂无数据","暂无数据","2015年"
"舒心苑(鹰台路步行街)","武汉市","武昌","武昌-水果湖-水果湖路37号","30.553870896653","114.35275907083","30.54996498482785","114.34083071494872","暂无数据","暂无数据","暂无数据","2002年"
"九龙井小区","武汉市","武昌","武昌-阅马场首义-九龙井正街11号","30.548287758573","114.31055784577","30.545053802360197","114.29853212239472","暂无数据","暂无数据","暂无数据","1996年"
"新生里社区(新生路)","武汉市","武昌","武昌-积玉桥-新生路25号","30.573348","114.321917","30.569991464065655","114.30991548417114","暂无数据","暂无数据","暂无数据","1998年"
"新南方小区","武汉市","武昌","武昌-水果湖-中南三路47-51号","30.545796592201","114.34554172505","30.5420061459548","114.33359023341364","暂无数据","15000m²","500户","2000年"
"长城汇","武汉市","武昌","武昌-小东门-姚家岭路","30.555397945985","114.3447318128","30.551621314739677","114.33278662253343","暂无数据","暂无数据","暂无数据","2015年"
"水生科技苑","武汉市","武昌","武昌-东湖风景区-天鹅路1号","30.55154517279","114.36103551882","30.547554161702756","114.34911225295542","暂无数据","暂无数据","暂无数据","暂无数据"
"万达行政公馆","武汉市","武昌","武昌-中北路-松竹路28号","30.563829","114.342745","30.56008800884557","114.33079982885484","公寓","暂无数据","暂无数据","2016年"
"武昌积玉桥街中山社区","武汉市","武昌","武昌-积玉桥-和平大道7号","30.561661","114.310926","30.558423496399787","114.29891077563619","暂无数据","暂无数据","暂无数据","1997年"
"海山金谷天城","武汉市","武昌","武昌-小东门-东湖西路","30.557412","114.345905","30.553614077158603","114.33396453719344","公寓","暂无数据","暂无数据","2012年"
"江宏花园A区","武汉市","武昌","武昌-南湖花园-恒安路333号","30.522161","114.320502","30.518832084074575","114.30846507081719","暂无数据","暂无数据","暂无数据","2000年"
"水岸星城B区(别墅)","武汉市","武昌","武昌-中北路-徐东二路2号","30.579589","114.349364","30.575727118026567","114.33743812640343","暂无数据","暂无数据","暂无数据","1905年"
"东龙世纪花园","武汉市","武昌","武昌-小东门-紫沙路204号","30.556979393368","114.32728402488","30.55353829710319","114.31528770341062","暂无数据","23081m²","244户","2007年"
"东湖熙园","武汉市","武昌","武昌-小东门-东湖西路","30.557469503827","114.34403445823","30.553705414966984","114.33208893437359","暂无数据","暂无数据","暂无数据","2004年"
"丁字桥公寓","武汉市","武昌","武昌-中南丁字桥-丁字桥路50号","30.53296","114.337268","30.529328894271355","114.32528101603306","暂无数据","暂无数据","暂无数据","2001年"
"盛世徐东","武汉市","武昌","武昌-中北路-徐东大街122号","30.587859862642","114.35658998451","30.583897252588606","114.34467170350757","暂无数据","33000m²","332户","2008年"
"康乐苑(恒安路)","武汉市","武昌","武昌-南湖花园-恒安路262号","30.52054","114.321117","30.51720281638953","114.30908082503534","公寓","81520m²","428户","1997年"
"武锅社区","武汉市","武昌","武昌-中南丁字桥-武珞路586-14号","30.536095","114.344154","30.532330452739483","114.33219017997654","暂无数据","暂无数据","暂无数据","1997年"
"中国科学院武汉植物园小区","武汉市","武昌","武昌-东湖风景区-植物园路11号","30.549602","114.423609","30.546240488182026","114.41149185247173","暂无数据","暂无数据","暂无数据","1995年"
"南湖沁康园","武汉市","武昌","武昌-南湖花园-恒安路78号","30.512823","114.321948","30.50947600574176","114.30991376779879","暂无数据","80000m²","380户","2005年"
"美城清芷园","武汉市","武昌","武昌-中北路-友谊大道338号","30.578749","114.332197","30.57521053146168","114.32022145627569","暂无数据","60000m²","511户","2005年"
"中南路街丁字桥社区","武汉市","武昌","武昌-中南丁字桥-付家坡二路8号","30.536366","114.339011","30.532700035581648","114.32703203617255","公寓","暂无数据","暂无数据","2003年"
"楚天都市花园","武汉市","武昌","武昌-小东门-中北路1号","30.554309","114.343951","30.55054680722657","114.3320027409595","暂无数据","暂无数据","暂无数据","2001年"
"金地国际花园(别墅)","武汉市","武昌","武昌-积玉桥-和平大道300号","30.568281","114.317421","30.56498537061532","114.30541169750165","别墅","暂无数据","暂无数据","2012年"
"紫阳之星","武汉市","武昌","武昌-阅马场首义-解放路229号","30.540353419031","114.30332459998","30.53713468834911","114.29129999720371","暂无数据","暂无数据","270户","2010年"
"东湖香榭水岸","武汉市","武昌","武昌-中北路-东湖路328号","30.570423","114.368055","30.56640503955841","114.3561376339779","暂无数据","355000m²","579户","1998年"
"欣隆紫阳苑","武汉市","武昌","武昌-武昌火车站-张之洞路280号","30.538423639763","114.31933815332","30.535108029791125","114.30730879338311","暂无数据","29160m²","294户","2008年"
"才华茗苑","武汉市","武昌","武昌-徐东-和平大道920号","30.602389","114.347529","30.598544491623933","114.33558159287577","暂无数据","暂无数据","暂无数据","2007年"
"湖北省文联宿舍","武汉市","武昌","武昌-中北路-翠柳街","30.576127099751","114.37440691761","30.5721262768432","114.36247559027994","暂无数据","暂无数据","暂无数据","1999年"
"黄鹂小区","武汉市","武昌","武昌-东湖风景区-黄鹂路80号","30.568287","114.37631","30.56430144735491","114.3643718949264","暂无数据","暂无数据","暂无数据","1995年"
"新鑫佳苑","武汉市","武昌","武昌-武泰闸烽火-白沙洲大道288号","30.514076","114.307336","30.510860037961812","114.2952940789557","暂无数据","140000m²","暂无数据","2004年"
"茶港军转小区","武汉市","武昌","武昌-东湖风景区-天鹅路11号","30.54603545586","114.36112274429","30.542044265265822","114.3491944536043","暂无数据","暂无数据","304户","2003年"
"街道口小区","武汉市","武昌","武昌-中南丁字桥-武珞路","30.534719","114.354317","30.530794237429664","114.34237414831506","暂无数据","暂无数据","暂无数据","1998年"
"书香苑(马家巷)","武汉市","武昌","武昌-司门口-涵三宫33号","30.554633","114.318404","30.551327978393743","114.30638778660824","暂无数据","暂无数据","暂无数据","2009年"
"长投珑庭","武汉市","武昌","武昌-中南丁字桥-丁字桥路","30.531318","114.337669","30.527679133334107","114.32568218005565","暂无数据","暂无数据","暂无数据","2017年"
"百瑞景中央生活区3期","武汉市","武昌","武昌-中南丁字桥-宝通寺路35号","30.531354","114.343614","30.527599969440598","114.33164523519126","暂无数据","暂无数据","暂无数据","2013年"
"百瑞景中央生活区五期西区","武汉市","武昌","武昌-中南丁字桥-宝通寺路20号","30.532537","114.341865","30.528815873440553","114.32989191368257","暂无数据","暂无数据","暂无数据","2014年"
"中大长江紫都紫境苑","武汉市","武昌","武昌-武泰闸烽火-武金堤东路","30.509647","114.284525","30.506260673300847","114.27255987174436","暂无数据","暂无数据","暂无数据","2014年"
"中科院水生所宿舍区","武汉市","武昌","武昌-东湖风景区-东湖南路7号","30.551723","114.366226","30.547709829174867","114.35429991202392","暂无数据","暂无数据","暂无数据","暂无数据"
"融侨城2期","武汉市","武昌","武昌-徐东-铁机路","30.615344","114.352174","30.61141880883468","114.34022263554657","暂无数据","暂无数据","暂无数据","暂无数据"
"七星绿色花园","武汉市","武昌","武昌-徐家棚-七星路","30.586947","114.345078","30.583154630410476","114.33313814793469","公寓","80000m²","588户","2004年"
"四美苑住宅小区","武汉市","武昌","武昌-徐东-四美塘路65附12号","30.605211","114.346282","30.601386102132693","114.33432837736206","暂无数据","15932m²","300户","1994年"
"武昌区杨园街变电社区","武汉市","武昌","武昌-徐东-胜新路5号","30.604925","114.354016","30.600982011196685","114.34207861134429","暂无数据","暂无数据","暂无数据","2001年"
"涂家沟","武汉市","武昌","武昌-武泰闸烽火-钢厂路","30.522572","114.311708","30.519334054349436","114.2996638552632","暂无数据","暂无数据","暂无数据","1989年"
"粮道街胭脂路社区","武汉市","武昌","武昌-司门口-粮道街235号","30.554799","114.313536","30.55154408502317","114.30151593907792","暂无数据","暂无数据","暂无数据","1995年"
"复地东湖国际七八期","武汉市","武昌","武昌-中北路-兴武路,近兴国路","30.564006","114.361482","30.560010448283272","114.34956775310732","公寓","暂无数据","暂无数据","暂无数据"
"静安上城","武汉市","武昌","武昌-中南丁字桥-静安路8号","30.529527","114.328038","30.526074817593326","114.31602097210204","暂无数据","130000m²","989户","2010年"
"金涛铭座","武汉市","武昌","武昌-武昌火车站-千家街18号","30.544037","114.323773","30.540656451491934","114.31175681589471","暂无数据","508500m²","182户","2006年"
"临江府","武汉市","武昌","武昌-积玉桥-和平大道157号","30.567131570734","114.3148414156","30.56386317553724","114.3028295205137","暂无数据","30000m²","150户","2000年"
"徐清公寓(宏昌路)","武汉市","武昌","武昌-徐东-宏昌路3号","30.592075","114.35182","30.58816975112187","114.3398918985228","暂无数据","100000m²","950户","1998年"
"江南公寓南区","武汉市","武昌","武昌-徐东-铁机路100号","30.610075","114.35775","30.606086776041018","114.34581101560433","暂无数据","暂无数据","暂无数据","2004年"
"万达御湖壹号","武汉市","武昌","武昌-中北路-中北路171号","30.56473","114.346541","30.56091973235607","114.33460673903446","公寓","暂无数据","暂无数据","2018年"
"常阳丽江城","武汉市","武昌","武昌-司门口-临江大道58号","30.558524","114.304509","30.555304759906836","114.2924979962707","暂无数据","80000m²","650户","2004年"
"中大长江紫都紫薇苑","武汉市","武昌","武昌-武泰闸烽火-武金堤东路","30.519907","114.294752","30.516645476770748","114.28274040785053","暂无数据","暂无数据","暂无数据","2006年"
"凯旋名邸","武汉市","武昌","武昌-武昌火车站-静安路7号","30.529042","114.325105","30.52564109682614","114.31308020201118","暂无数据","136466m²","567户","2009年"
"汇文新都C区","武汉市","武昌","武昌-武泰闸烽火-巡司河街21附93号","30.528426","114.311001","30.525191350175504","114.2989592591524","暂无数据","暂无数据","暂无数据","2004年"
"中北春天","武汉市","武昌","武昌-中北路-中北路130号","30.572919","114.360665","30.568926634131785","114.34875343699342","暂无数据","暂无数据","暂无数据","2016年"
"滨湖名都城","武汉市","武昌","武昌-中南丁字桥-丁字桥路35号","30.533207","114.339459","30.529532536803515","114.3274790480586","暂无数据","1300m²","242户","2000年"
"东龙世纪花园金湖居","武汉市","武昌","武昌-小东门-紫沙路205号","30.557581","114.328962","30.554109372078905","114.31697071052893","暂无数据","250000m²","300户","2006年"
"水岸国际峯岚天下","武汉市","武昌","武昌-徐家棚-武车路","30.579429","114.330925","30.575914763501153","114.31894545995296","暂无数据","暂无数据","暂无数据","2012年"
"烽火茗盛绿堓","武汉市","武昌","武昌-武泰闸烽火",NA,NA,NA,NA,"暂无数据","暂无数据","暂无数据","暂无数据"
"亚贸恒升公馆","武汉市","武昌","武昌-中南丁字桥-武珞路628号","30.535696","114.349283","30.531842945702536","114.3373318213568","公寓","暂无数据","暂无数据","2012年"
"景虹花园一期","武汉市","武昌","武昌-南湖花园-瑞安街267号","30.521508","114.328183","30.51805469368224","114.31616322754502","暂无数据","170000m²","695户","2002年"
"爱尚东亭","武汉市","武昌","武昌-中北路-中北路257号","30.575126039983","114.36007325396","30.571137269295676","114.34816164760673","暂无数据","80000m²","205户","2013年"
"江南明珠园","武汉市","武昌","武昌-积玉桥-临江大道85附160号","30.574127418732","114.31777429326","30.570825954355776","114.30576633753063","暂无数据","42000m²","2350户","2004年"
"银海山庄","武汉市","武昌","武昌-水果湖-洪山侧路52号","30.545108456274","114.35925193323","30.54113133439089","114.3473224381323","暂无数据","300000m²","暂无数据","2001年"
"弘业俊园","武汉市","武昌","武昌-中南丁字桥-丁字桥路51号","30.529005","114.336886","30.525382002934926","114.32489533741587","暂无数据","84000m²","552户","2003年"
"惠誉公寓","武汉市","武昌","武昌-徐家棚-和平大道850号","30.592512293237","114.33936856958","30.588825255841005","114.32740771024238","普通住宅","暂无数据","暂无数据","2001年"
"杨园街电力新村社区","武汉市","武昌","武昌-徐东-和平大道729号","30.604178","114.349561","30.600299116083452","114.33761634747418","暂无数据","暂无数据","暂无数据","1998年"
"武昌区徐家棚街长轮社区","武汉市","武昌","武昌-徐家棚-友谊大道","30.582126","114.332162","30.578586756675826","114.32018527009014","暂无数据","暂无数据","暂无数据","1991年"
